article_id,combined_rcmnds,combined_scores,image_rcmnds,image_scores,tfrs_rcmnds,tfrs_scores,text_rcmnds,text_scores,feature_rcmnds,feature_scores
689365021,689389017,0.9,689389015,0.86,690624002,1.0,689365047,1.0,585440011,1.0
689365021,552473028,0.9,649551017,0.82,794819003,1.0,689365002,1.0,692202001,1.0
689365021,689389010,0.86,552473028,0.82,660369005,1.0,689365001,1.0,689365021,1.0
689365021,552473008,0.85,689389017,0.82,829812002,1.0,689365043,1.0,735763003,1.0
689365021,817736007,0.84,689365005,0.82,785709002,1.0,689365044,1.0,552471023,1.0
689365021,697564002,0.82,697564002,0.81,851545001,1.0,689365045,1.0,558825007,1.0
689365021,697564001,0.81,689389005,0.81,620253001,0.99,689365042,1.0,585440001,1.0
699923098,699923098,1.0,699923098,1.0,699923098,1.0,699923068,1.0,699923098,1.0
699923098,684021024,0.81,685816039,0.78,918412001,1.0,699923067,1.0,684021058,0.91
699923098,684021058,0.78,699923041,0.76,762917001,1.0,767980001,1.0,684021024,0.91
699923098,699923042,0.76,836997005,0.75,721928003,1.0,699923077,1.0,699923042,0.82
699923098,509937021,0.76,684021078,0.75,712712009,1.0,767980003,1.0,665685001,0.82
699923098,621522009,0.76,684021021,0.75,684021024,1.0,699923066,1.0,480304005,0.82
699923098,699923041,0.75,551045049,0.75,836997014,1.0,767980004,1.0,779156003,0.82
699923098,699923060,0.74,684021027,0.74,699923106,1.0,699923065,1.0,581994008,0.82
607427006,607427006,1.0,607427006,1.0,607427006,1.0,607427002,1.0,628426002,1.0
607427006,535124003,0.93,502869002,0.78,567635016,0.99,607427001,1.0,578887001,1.0
607427006,578887001,0.93,601622001,0.78,524922001,0.98,607427003,1.0,566621002,1.0
607427006,622192001,0.91,621248002,0.77,735737003,0.98,607427006,1.0,621248001,1.0
607427006,628426002,0.9,622228001,0.77,799383001,0.98,607427012,1.0,535124003,1.0
607427006,600753001,0.88,652203002,0.77,581531001,0.98,607427008,1.0,607427006,1.0
607427006,621248001,0.87,621248004,0.77,833378001,0.98,607427005,1.0,600753001,1.0
607427006,565820001,0.84,507533001,0.76,505604001,0.98,658295001,0.92,622192001,1.0
557026003,557026003,1.0,557026003,1.0,557026003,1.0,557026001,1.0,557026003,1.0
557026003,522076001,0.88,597040002,0.83,791486001,0.99,557026003,1.0,522076001,1.0
557026003,664337001,0.86,548964001,0.83,612788003,0.99,638972001,0.91,586795002,0.91
557026003,626794001,0.81,678224001,0.82,617426004,0.98,527251002,0.91,614423001,0.91
557026003,614423001,0.81,668043001,0.82,722177004,0.98,799879001,0.91,626794001,0.91
557026003,551665001,0.8,543723010,0.8,819256001,0.98,867979001,0.9,551665001,0.91
557026003,648339001,0.79,587096004,0.8,534210008,0.98,903735002,0.9,586796003,0.91
557026003,586796003,0.79,629266001,0.8,715780002,0.98,903735003,0.9,664337001,0.91
679622001,679622001,1.0,679622001,1.0,679622001,1.0,679622001,1.0,679622001,1.0
679622001,669388002,0.81,508184022,0.61,658329013,0.99,736765010,0.88,691735008,0.91
679622001,691735008,0.77,554772014,0.57,866119006,0.99,736765001,0.88,669388002,0.91
679622001,812983002,0.76,519975002,0.56,740824006,0.99,736765002,0.88,691735004,0.91
679622001,691724010,0.75,489838010,0.55,681244003,0.99,736765003,0.88,691724003,0.82
679622001,669388003,0.74,636392002,0.55,651456011,0.98,610079001,0.88,669388004,0.82
679622001,691735002,0.74,396135041,0.55,858912003,0.98,736765011,0.88,669388003,0.82
679622001,669386006,0.72,687586001,0.53,741215001,0.98,736765013,0.88,691735002,0.82
721500002,721500002,1.0,721500002,1.0,721500002,1.0,721500002,1.0,721500002,1.0
721500002,588491004,0.95,721929013,0.62,714872002,0.99,721500001,1.0,588491004,1.0
721500002,836072001,0.87,800416003,0.62,888525004,0.98,646014003,0.89,760020005,0.91
721500002,759877001,0.84,712352001,0.61,762846036,0.98,646014005,0.89,615190001,0.91
721500002,842639001,0.83,703434007,0.58,703434004,0.98,766191002,0.88,773821001,0.91
721500002,759923001,0.82,694111001,0.57,612891003,0.98,766191001,0.88,759877001,0.91
721500002,773821001,0.81,579614006,0.57,838918001,0.98,793541001,0.87,759923001,0.91
721500002,760020005,0.81,741762004,0.57,734440003,0.98,778754003,0.85,842639001,0.91
580770001,580770001,1.0,580770001,1.0,580770001,1.0,580770002,1.0,887771001,1.0
580770001,697980002,0.8,580770008,0.82,618280001,1.0,580770004,1.0,595071016,1.0
580770001,795885005,0.78,677219002,0.76,657743002,1.0,580770008,1.0,868641002,1.0
580770001,852523003,0.78,763634007,0.75,733364003,1.0,580770001,1.0,554208001,1.0
580770001,696093002,0.76,752744008,0.74,856270002,1.0,695956001,0.88,693246011,1.0
580770001,693243019,0.76,803290002,0.74,785636001,0.99,695956002,0.88,693242018,1.0
580770001,696390002,0.76,774955002,0.73,701965002,0.99,696802001,0.88,811235001,1.0
580770001,608952001,0.75,699623001,0.73,699969002,0.99,696802002,0.88,687260002,1.0
496989005,496989005,1.0,496989005,1.0,496989005,1.0,496989005,1.0,739986003,1.0
496989005,697186001,0.91,640399001,0.89,703251001,0.98,496989002,1.0,617037003,1.0
496989005,652978002,0.91,691469002,0.89,742115001,0.98,739987002,0.88,652978002,1.0
496989005,617037003,0.9,640399003,0.88,735496001,0.98,739987001,0.88,496989005,1.0
496989005,714470001,0.9,682854001,0.88,606760004,0.98,797074002,0.8,697186001,1.0
496989005,739986003,0.88,567741005,0.88,742092002,0.98,797074003,0.8,714470001,1.0
496989005,566099001,0.88,697064001,0.88,703162002,0.98,797074001,0.8,566099001,0.91
496989005,587142002,0.87,630891002,0.88,750421001,0.98,675918003,0.78,682101001,0.91
852257001,852257001,1.0,852257001,1.0,852257001,1.0,852257004,1.0,852257001,1.0
852257001,919650002,0.83,775885002,0.83,739898012,0.98,852257001,1.0,870518010,0.91
852257001,870529014,0.83,699318001,0.83,574051001,0.98,852257003,1.0,806166001,0.91
852257001,806166001,0.83,646734001,0.82,677391001,0.98,766233001,0.93,919650002,0.91
852257001,870518010,0.82,731515005,0.82,762975001,0.98,543179001,0.93,870529014,0.91
852257001,690970005,0.79,719685005,0.82,670478003,0.98,926754002,0.93,870517014,0.82
852257001,818707004,0.78,709971001,0.81,578342004,0.98,870061001,0.93,749101011,0.82
852257001,690970004,0.77,658548001,0.81,869171001,0.98,926754001,0.93,806186003,0.82
651264001,651264001,1.0,651264001,1.0,651264001,1.0,651264001,1.0,535278002,1.0
651264001,780572001,0.95,485726012,0.78,819854001,0.88,822045001,0.99,651264001,1.0
651264001,567567001,0.9,554555007,0.76,631179001,0.87,650489001,0.97,780572001,1.0
651264001,535278002,0.87,675456002,0.76,733044003,0.84,780572001,0.96,567567001,1.0
651264001,813341001,0.86,763195002,0.75,625468003,0.84,780572002,0.96,753565001,0.91
651264001,695411001,0.85,627088002,0.75,620910005,0.84,788972001,0.93,831461001,0.91
651264001,750904010,0.84,635382010,0.74,619718001,0.84,879403001,0.92,695411001,0.91
651264001,694734002,0.84,564022001,0.74,799479001,0.83,810931001,0.91,770319001,0.91
504152011,504152011,1.0,504152011,1.0,504152011,1.0,720793001,1.0,504152011,1.0
504152011,504152012,0.81,504152012,0.88,717060001,1.0,504152004,1.0,681560002,0.91
504152011,793137008,0.73,679854007,0.74,791663002,1.0,504152002,1.0,548388014,0.91
504152011,732017013,0.73,626316003,0.74,874819002,0.99,504152003,1.0,682028002,0.91
504152011,579541012,0.73,342034027,0.72,519773001,0.99,504152009,1.0,671553003,0.91
504152011,671553003,0.72,626316001,0.71,509530002,0.99,504152011,1.0,790645005,0.91
504152011,640613003,0.71,679854038,0.7,892354005,0.99,504152012,1.0,673677004,0.91
504152011,660599012,0.7,514577014,0.7,776749001,0.99,693480001,0.93,504151005,0.82
814246001,814246001,1.0,814246001,1.0,814246001,1.0,814246002,1.0,773980005,1.0
814246001,814246002,0.81,814246002,0.88,753209004,0.97,814246001,1.0,664390001,1.0
814246001,806727001,0.8,752661004,0.8,744114010,0.97,909087001,0.98,570530004,1.0
814246001,757740006,0.77,882925003,0.8,748816001,0.97,905718001,0.91,660795004,1.0
814246001,824409002,0.77,882925002,0.8,592771001,0.96,755575006,0.86,520829003,1.0
814246001,882925002,0.77,857794003,0.79,785822003,0.96,755575007,0.86,832481002,1.0
814246001,786082001,0.77,738777002,0.79,655020001,0.96,755575001,0.86,768759005,1.0
814246001,888733004,0.76,882925001,0.78,659321001,0.96,755575002,0.86,814246001,1.0
684084003,684084003,1.0,684084003,1.0,684084003,1.0,684084002,1.0,684084003,1.0
684084003,684085004,0.87,710250002,0.91,884233001,0.78,684084003,1.0,682076008,0.91
684084003,684085005,0.86,679128002,0.9,682076008,0.66,684084001,1.0,587107002,0.91
684084003,546798004,0.85,770156003,0.9,806293001,0.65,588334005,0.95,684085004,0.91
684084003,682076008,0.83,710250001,0.89,867247003,0.64,588334001,0.95,546798004,0.91
684084003,587107002,0.82,693574009,0.89,739873004,0.63,739873004,0.95,684085005,0.91
684084003,684084001,0.76,672460008,0.89,694219003,0.63,739873003,0.95,851659003,0.82
684084003,884233001,0.74,641202001,0.89,867247001,0.6,690343001,0.94,862592001,0.82
589521001,589521001,1.0,589521001,1.0,589521001,1.0,767126029,1.0,485688019,1.0
589521001,767123013,0.92,597476003,0.87,485678037,0.91,505512004,1.0,767123013,1.0
589521001,713774043,0.91,488012013,0.87,670674044,0.9,508993006,1.0,589521001,1.0
589521001,513963005,0.84,485673055,0.87,517959014,0.89,508993001,1.0,713774043,1.0
589521001,713774017,0.82,485678034,0.86,719579040,0.88,767126015,1.0,485683017,0.91
589521001,485688019,0.82,782761003,0.86,688728010,0.87,767126018,1.0,513963005,0.91
589521001,485683017,0.82,506368005,0.86,624543025,0.85,767126013,1.0,614437003,0.91
589521001,589521007,0.82,485683012,0.86,517959026,0.85,505512007,1.0,589521019,0.82
495730001,495730001,1.0,495730001,1.0,495730001,1.0,495730001,1.0,825153001,1.0
495730001,819265003,0.9,735226004,0.85,507910004,0.99,551892008,0.98,568478004,1.0
495730001,805154002,0.9,790574002,0.85,854075002,0.99,551892002,0.98,765314001,1.0
495730001,683405002,0.89,672112001,0.84,635136002,0.99,551892001,0.98,687734011,1.0
495730001,683413004,0.89,570241003,0.84,781758003,0.99,551892004,0.98,891844001,1.0
495730001,683413005,0.88,539143002,0.84,886720001,0.99,551892005,0.98,687734012,1.0
495730001,683287002,0.88,726373001,0.84,564754003,0.99,551892009,0.98,821579002,1.0
495730001,821579002,0.87,826838001,0.83,810758003,0.99,408104020,0.98,495730001,1.0
879781002,879781002,1.0,879781002,1.0,879781002,1.0,879781001,1.0,748269002,1.0
879781002,757981001,0.77,879781003,0.89,842361002,1.0,879781002,1.0,797710004,1.0
879781002,879781003,0.77,638841003,0.81,443262015,1.0,879781004,1.0,779245001,1.0
879781002,789852001,0.76,757981001,0.81,671519007,1.0,879781003,1.0,879781002,1.0
879781002,879781005,0.74,895993004,0.79,572797009,1.0,879781005,1.0,568864008,0.91
879781002,748269002,0.74,703736002,0.79,572797049,1.0,752020003,0.91,518205003,0.91
879781002,812874002,0.74,689390003,0.78,531665014,1.0,752020001,0.91,510159003,0.91
879781002,779098001,0.73,820410002,0.78,508638022,1.0,752020004,0.91,673677022,0.91
741525002,741525002,1.0,741525002,1.0,741525002,1.0,741525003,1.0,739826011,1.0
741525002,764708002,0.9,721105001,0.88,779843001,0.95,741525001,1.0,739820005,1.0
741525002,695573012,0.89,573631008,0.87,801905013,0.95,741525002,1.0,739820004,1.0
741525002,645879001,0.87,703402001,0.87,608943026,0.94,654870002,0.89,739826001,1.0
741525002,739820005,0.86,723675002,0.86,884702002,0.94,596961004,0.89,645879001,1.0
741525002,739826001,0.86,743530007,0.86,858910001,0.93,610565002,0.88,739826009,1.0
741525002,610565002,0.86,726348001,0.86,838114001,0.93,660758001,0.88,741525002,1.0
741525002,757024001,0.85,703402003,0.86,599719038,0.93,823611002,0.87,695573012,1.0
736636001,736636001,1.0,736636001,1.0,736636001,1.0,736636001,1.0,736636001,1.0
736636001,692073001,0.72,638655003,0.77,212629036,0.78,672334002,0.9,858460001,0.91
736636001,820869002,0.71,751870006,0.76,834378005,0.77,672334001,0.9,583734002,0.82
736636001,779915001,0.7,820906002,0.76,806506003,0.77,882888002,0.9,613512001,0.82
736636001,636903001,0.69,652746002,0.76,619655002,0.75,797739001,0.89,795428001,0.82
736636001,815029001,0.69,717504001,0.74,864885002,0.74,721511002,0.89,707634001,0.82
736636001,839899001,0.68,719225002,0.74,637280002,0.74,721511004,0.89,707613003,0.82
736636001,848523001,0.68,841283001,0.73,720651002,0.74,721511003,0.89,620861002,0.82
779214004,779214004,1.0,779214004,1.0,779214004,1.0,779214004,1.0,779214004,1.0
779214004,617472003,0.82,690960008,0.85,578630024,0.98,779214001,1.0,617472003,0.91
779214004,776836001,0.81,711138001,0.84,713750006,0.97,708410001,0.8,776836001,0.91
779214004,739895005,0.79,708191001,0.83,757017005,0.97,708410002,0.8,727228001,0.82
779214004,659314004,0.78,343973009,0.83,533329016,0.97,591948001,0.8,806184004,0.82
779214004,727228001,0.78,618399010,0.83,735089007,0.97,708868002,0.8,659314004,0.82
779214004,549395001,0.77,652019003,0.83,787359001,0.97,708868004,0.8,549395001,0.82
779214004,683112002,0.74,739662007,0.83,672016011,0.97,708868001,0.8,739895005,0.82
717874003,717874003,1.0,717874003,1.0,717874003,1.0,717874003,1.0,551379002,1.0
717874003,811783002,0.87,559633009,0.85,759796005,0.96,717874001,1.0,861471001,1.0
717874003,559634009,0.85,559634023,0.85,606083001,0.95,717874002,1.0,717874003,1.0
717874003,759326009,0.84,698276001,0.8,682050002,0.94,811783004,0.99,586265001,1.0
717874003,653664008,0.81,767377003,0.8,672890003,0.94,811783002,0.99,591784001,1.0
717874003,717874002,0.8,811783002,0.79,670265002,0.89,811783005,0.99,568569001,1.0
717874003,861471001,0.8,559634009,0.78,904198001,0.87,811783001,0.99,811783002,1.0
717874003,559634023,0.8,653664008,0.76,608596002,0.85,820865002,0.97,188183009,1.0
574675001,574675001,1.0,574675001,1.0,574675001,1.0,574675001,1.0,600754001,1.0
574675001,560562001,0.95,616849011,0.69,580301002,0.98,858453002,0.89,585651001,1.0
574675001,600754001,0.93,559618001,0.67,652082001,0.98,858453001,0.89,574675001,1.0
574675001,560560001,0.93,580318002,0.65,651845002,0.98,546727002,0.89,659149003,1.0
574675001,585651001,0.93,531094002,0.65,555306001,0.98,902982005,0.88,614010001,1.0
574675001,602013001,0.92,578198001,0.65,577638003,0.98,902982001,0.88,602013001,1.0
574675001,589830001,0.92,630299001,0.64,735428002,0.98,790376001,0.88,589830001,1.0
574675001,563816001,0.85,748562002,0.64,582401002,0.98,763159002,0.87,614010003,1.0
789977001,789977001,1.0,789977001,1.0,789977001,1.0,789977001,1.0,792043001,1.0
789977001,766166001,0.89,705540002,0.74,674100001,1.0,734377002,0.97,896149001,1.0
789977001,896151001,0.89,757222003,0.74,672355001,1.0,696953001,0.87,809713003,1.0
789977001,671931001,0.89,705518003,0.73,592718001,1.0,657203002,0.86,896148001,1.0
789977001,705875001,0.88,706068001,0.71,937249001,1.0,657203001,0.86,738729002,1.0
789977001,624005001,0.88,703497004,0.7,914118001,1.0,657211001,0.85,705827001,1.0
789977001,785622001,0.88,706068004,0.7,550879003,1.0,789690001,0.84,789977001,1.0
789977001,738729001,0.87,565320022,0.7,689561001,1.0,789690004,0.84,738729001,1.0
669708001,669708001,1.0,669708001,1.0,669708001,1.0,669708001,1.0,669708001,1.0
669708001,685904003,0.83,712547001,0.87,576224004,0.96,635420001,0.87,549164002,0.91
669708001,669715001,0.8,712547002,0.81,510959004,0.96,635420004,0.87,828533003,0.91
669708001,759410006,0.78,723167001,0.8,893424002,0.96,635420003,0.87,574546001,0.91
669708001,630701001,0.77,685904003,0.78,686720004,0.95,548963001,0.87,781592005,0.91
669708001,723167002,0.77,698258001,0.78,673873001,0.95,635420002,0.87,781592002,0.91
669708001,682936002,0.77,639496001,0.77,832598001,0.95,635420005,0.87,530054002,0.91
669708001,842670001,0.76,694127001,0.76,732874003,0.94,678791008,0.85,569200001,0.91
700861001,700861001,1.0,700861001,1.0,700861001,1.0,700861001,1.0,605862002,1.0
700861001,700862001,0.81,700862001,0.86,804840003,0.95,839521001,0.88,700861001,1.0
700861001,740329002,0.79,751655001,0.79,625468003,0.94,624723001,0.86,740329002,1.0
700861001,721040002,0.77,827838005,0.78,624678001,0.93,624723002,0.86,744673001,0.91
700861001,605862002,0.76,711718005,0.78,293510007,0.92,624723003,0.86,744703001,0.91
700861001,731280002,0.75,701261002,0.77,650502004,0.91,729441005,0.86,678239001,0.91
700861001,805505001,0.74,674844001,0.77,711916002,0.91,729441002,0.86,751660001,0.91
700861001,909519003,0.73,665349004,0.77,694741017,0.91,729441001,0.86,840911001,0.91
738656001,738656001,1.0,738656001,1.0,738656001,1.0,738656001,1.0,738656001,1.0
738656001,853971002,0.92,777842002,0.91,722436003,0.81,853971002,0.99,700012009,1.0
738656001,719232001,0.91,744099002,0.9,534165010,0.78,853971001,0.99,705989001,1.0
738656001,806479001,0.9,731521001,0.9,582480026,0.74,574309002,0.9,705989002,1.0
738656001,705989002,0.89,744242001,0.89,717580001,0.73,722594002,0.88,823405001,1.0
738656001,700012009,0.89,759009001,0.89,717885001,0.72,867588001,0.87,497817008,1.0
738656001,705989001,0.89,738273001,0.89,633675001,0.72,867588004,0.87,563426001,1.0
738656001,823405001,0.89,675759006,0.89,710277001,0.72,768451001,0.87,719232001,1.0
752512003,752512003,1.0,752512003,1.0,752512003,1.0,752512009,1.0,619822002,1.0
752512003,705734001,0.85,752512007,0.83,674079004,1.0,752512003,1.0,710708001,1.0
752512003,705734007,0.84,714650002,0.82,659854007,1.0,752512006,1.0,696209004,1.0
752512003,697201002,0.81,779333003,0.81,882760005,1.0,752512007,1.0,695544011,1.0
752512003,696209004,0.79,697201008,0.78,593009001,1.0,752512008,1.0,752512003,1.0
752512003,727641003,0.78,734112002,0.77,624562002,1.0,775651001,1.0,575495001,1.0
752512003,697201001,0.78,763284001,0.76,507987024,1.0,727706001,0.88,573716039,1.0
752512003,779333003,0.77,752512009,0.75,682254005,1.0,727706002,0.88,575178006,1.0
666360001,666360001,1.0,666360001,1.0,666360001,1.0,666360002,1.0,903813002,1.0
666360001,869623002,0.96,617975001,0.77,769102032,0.95,776863004,1.0,834208002,1.0
666360001,888140002,0.95,633944002,0.76,722927001,0.94,666360001,1.0,869623002,1.0
666360001,903813002,0.94,584277005,0.75,343973011,0.92,628594001,0.94,648651001,1.0
666360001,757011002,0.94,621820001,0.75,701784005,0.92,744263002,0.94,833975001,1.0
666360001,687861005,0.92,562339001,0.75,888903002,0.92,744263003,0.94,829355001,1.0
666360001,648651001,0.91,588304001,0.75,291338004,0.92,744263001,0.94,888140002,1.0
666360001,833975001,0.91,569406002,0.75,714714001,0.92,800437001,0.92,629828004,1.0
673900005,673900005,1.0,673900005,1.0,673900005,1.0,720504011,1.0,621381008,1.0
673900005,673900007,0.94,673900002,0.88,706016019,1.0,720504010,1.0,673900012,1.0
673900005,673900002,0.87,673900007,0.88,676512009,1.0,673900002,1.0,416511021,1.0
673900005,673900012,0.85,673900006,0.84,652924023,1.0,673900001,1.0,578846002,1.0
673900005,673900006,0.84,673901006,0.84,902448002,1.0,678346002,1.0,554450051,1.0
673900005,673900013,0.83,673901004,0.82,730863039,1.0,569189002,1.0,448509028,1.0
673900005,673901003,0.82,673900013,0.82,573085047,1.0,720504005,1.0,623720002,1.0
673900005,673901004,0.82,673900010,0.77,871672001,1.0,720504007,1.0,724791006,1.0
873564001,873564001,1.0,873564001,1.0,873564001,1.0,873564003,1.0,597891007,1.0
873564001,873564003,0.99,699923115,0.45,805707001,0.98,873564004,1.0,835563008,1.0
873564001,835563008,0.97,806292002,0.45,749656001,0.98,873564005,1.0,636704003,1.0
873564001,873465002,0.96,513743013,0.44,708342001,0.98,873564001,1.0,873564001,1.0
873564001,895346005,0.96,903861002,0.42,814578009,0.98,878816002,0.89,873564003,1.0
873564001,872370001,0.86,868166002,0.42,721773001,0.97,878816001,0.89,468480015,1.0
873564001,898075003,0.81,821029003,0.42,713576007,0.97,878816006,0.89,525518005,1.0
873564001,898075001,0.81,738660001,0.41,716849001,0.97,849114001,0.87,695887004,1.0
630313005,630313005,1.0,630313005,1.0,630313005,1.0,630313003,1.0,880008001,1.0
630313005,921266001,0.87,516789002,0.79,897684002,1.0,630313001,1.0,790918001,1.0
630313005,523707002,0.86,518579004,0.72,887246001,1.0,630313007,1.0,730946001,1.0
630313005,880008001,0.85,556658001,0.72,731996001,1.0,630313008,1.0,561445005,1.0
630313005,544547004,0.85,623698001,0.72,646676003,1.0,630313004,1.0,554598071,1.0
630313005,728162009,0.85,635673001,0.72,893050002,1.0,630313005,1.0,824995001,1.0
630313005,880001001,0.83,580262001,0.72,738731002,1.0,630313006,1.0,880001001,1.0
630313005,215248002,0.83,615525003,0.72,648935001,1.0,550726001,0.86,572796010,1.0
796156004,796156004,1.0,796156004,1.0,796156004,1.0,796156003,1.0,796156004,1.0
796156004,586955026,0.85,723688001,0.56,796156003,0.95,796156001,1.0,586955026,0.91
796156004,710486001,0.84,450333001,0.55,488697013,0.95,796156004,1.0,715528001,0.91
796156004,759156004,0.78,777103001,0.54,870281002,0.94,796156002,1.0,710486001,0.91
796156004,349301022,0.77,875227002,0.54,734197002,0.93,870281002,0.89,869086001,0.82
796156004,469039024,0.71,681387002,0.54,936776001,0.93,870281001,0.89,469039024,0.82
796156004,715528001,0.7,874054001,0.54,665851005,0.92,650506002,0.86,349301032,0.82
796156004,492841004,0.7,754758003,0.53,600707009,0.92,650506004,0.86,349301022,0.82
817386001,817386001,1.0,817386001,1.0,817386001,1.0,817386001,1.0,723116003,1.0
817386001,833776002,0.85,811848004,0.9,749398002,1.0,846399002,0.89,817386001,1.0
817386001,723116003,0.81,781785001,0.89,804113001,1.0,846399001,0.89,735625006,0.91
817386001,701247001,0.8,835216002,0.88,741293003,1.0,903092001,0.88,691546002,0.91
817386001,858381002,0.78,811848003,0.87,923168002,1.0,827012001,0.88,582577002,0.91
817386001,858381004,0.78,798087002,0.87,533303001,1.0,616896008,0.88,732611003,0.91
817386001,790160006,0.77,748695002,0.87,829646005,1.0,616896009,0.88,701246002,0.91
817386001,748695002,0.76,885617002,0.86,498044001,1.0,616896007,0.88,833776002,0.91
589599014,589599014,1.0,589599014,1.0,589599014,1.0,589599004,1.0,595209001,1.0
589599014,649684001,0.93,639891001,0.81,901955002,0.84,589599009,1.0,776237019,1.0
589599014,882757003,0.9,587229003,0.79,871311002,0.82,589599027,1.0,610249001,1.0
589599014,582480001,0.9,576859003,0.78,680553001,0.76,589599001,1.0,736592002,1.0
589599014,492245009,0.89,588588010,0.77,901955001,0.76,589599002,1.0,551370003,1.0
589599014,610249001,0.89,639896001,0.76,851467001,0.74,589599003,1.0,640541001,1.0
589599014,659854002,0.88,610182007,0.76,934128001,0.73,589599031,1.0,256511038,1.0
589599014,256511038,0.88,660927002,0.76,589599016,0.72,589599008,1.0,736581004,1.0
863893001,863893001,1.0,863893001,1.0,863893001,1.0,863893001,1.0,863893001,1.0
863893001,840636002,0.7,730685001,0.61,457765005,0.9,841964002,0.97,679687001,0.73
863893001,724717003,0.7,754256001,0.59,487051013,0.88,841964001,0.97,827839002,0.73
