article_id,combined_rcmnds,combined_scores,image_rcmnds,image_scores,tfrs_rcmnds,tfrs_scores,text_rcmnds,text_scores,feature_rcmnds,feature_scores
863893001,724723005,0.7,900825002,0.57,679709015,0.87,894491001,0.94,840636001,0.73
863893001,457765002,0.69,718427001,0.57,619764029,0.87,820936001,0.94,682623010,0.73
863893001,679687036,0.69,636238001,0.57,696536004,0.87,901913001,0.91,679687036,0.73
863893001,756096003,0.69,680264001,0.56,373506025,0.86,761018017,0.91,756096003,0.73
863893001,827839002,0.68,711557001,0.56,488016008,0.86,761018030,0.91,589526007,0.73
576958006,576958006,1.0,576958006,1.0,576958006,1.0,576958004,1.0,868805002,1.0
576958006,598907003,0.94,723226002,0.85,579777005,0.97,576958001,1.0,576938001,1.0
576958006,746442001,0.89,681114002,0.84,736624001,0.97,576958005,1.0,708735001,1.0
576958006,697470001,0.88,743132004,0.84,698718003,0.96,576958006,1.0,749805003,1.0
576958006,735087003,0.88,793170008,0.84,595225001,0.96,576958007,1.0,735087003,1.0
576958006,697365001,0.88,694376002,0.84,734951002,0.96,596204001,0.95,576958006,1.0
576958006,599871001,0.87,723533001,0.83,619184002,0.96,597270002,0.95,643133001,1.0
576958006,567808001,0.87,697096018,0.83,850617001,0.96,697468001,0.93,715399001,1.0
806528005,806528005,1.0,806528005,1.0,806528005,1.0,806528009,1.0,806528005,1.0
806528005,806528004,0.85,813538004,0.89,944637001,0.97,806528003,1.0,846139002,0.91
806528005,846139002,0.79,806528004,0.86,579399004,0.97,806528004,1.0,896064001,0.82
806528005,708311029,0.78,853394001,0.84,694516003,0.96,806528005,1.0,913714002,0.82
806528005,708311004,0.78,806528007,0.83,669616002,0.96,806528007,1.0,608939001,0.82
806528005,708311030,0.77,813538002,0.81,756448002,0.96,806528001,1.0,573716046,0.82
806528005,855081003,0.77,708311030,0.8,843634001,0.95,613618003,0.96,708311004,0.82
806528005,708311002,0.77,855081003,0.8,887898007,0.95,613618002,0.96,785226004,0.82
700761003,700761003,1.0,700761003,1.0,700761003,1.0,700761003,1.0,699361004,1.0
700761003,699361004,0.88,679285007,0.9,765441001,0.91,700761005,1.0,736780004,1.0
700761003,679285007,0.84,700761004,0.86,754751001,0.89,700761001,1.0,700761003,1.0
700761003,679285018,0.82,699361004,0.82,671131001,0.88,700761002,1.0,700688004,0.91
700761003,737221005,0.82,679285018,0.81,711193001,0.86,700761004,1.0,736531009,0.91
700761003,700737003,0.81,699598006,0.81,799225001,0.84,700761006,1.0,783440003,0.91
700761003,679280009,0.79,700761001,0.8,464927019,0.84,700761011,1.0,678079001,0.91
700761003,779155002,0.79,700737003,0.79,694746001,0.84,700761009,1.0,547365022,0.91
633796001,633796001,1.0,633796001,1.0,633796001,1.0,633796001,1.0,560402001,1.0
633796001,711401001,0.92,670674004,0.93,662860001,0.72,780888001,0.6,694941001,1.0
633796001,697112001,0.92,630525004,0.92,540998020,0.69,829376001,0.58,651524001,1.0
633796001,651524001,0.91,287645013,0.92,653832001,0.64,835217001,0.57,633792001,1.0
633796001,716159001,0.91,701968001,0.92,785199001,0.61,569453002,0.57,711401001,1.0
633796001,697105001,0.9,257430026,0.92,778742001,0.58,569453003,0.57,830156001,1.0
633796001,633792001,0.9,477515005,0.92,416905001,0.58,661413001,0.57,716159001,1.0
633796001,633893002,0.87,633886001,0.92,790640001,0.52,873608001,0.57,633796001,1.0
664319011,664319011,1.0,664319011,1.0,664319011,1.0,664319002,1.0,752512008,1.0
664319011,752516006,0.87,752516006,0.85,776006001,0.77,664319016,1.0,687629001,1.0
664319011,752512008,0.84,664319015,0.85,738330001,0.75,775856001,1.0,573716054,1.0
664319011,664319015,0.8,575542011,0.79,712587005,0.75,664319011,1.0,519914009,1.0
664319011,664319021,0.77,664319016,0.76,880343001,0.74,664319009,1.0,612182004,1.0
664319011,575542011,0.76,664319005,0.75,625176006,0.72,664319008,1.0,712398001,1.0
664319011,787959001,0.75,708478002,0.73,645023001,0.71,664319005,1.0,744073001,1.0
664319011,752512009,0.75,752512008,0.72,775931001,0.7,664319015,1.0,532275006,1.0
824499001,824499001,1.0,824499001,1.0,824499001,1.0,824499001,1.0,824499001,1.0
824499001,717879016,0.83,789872001,0.82,927922002,1.0,824499006,1.0,717879016,1.0
824499001,837368001,0.76,773989001,0.81,817150003,1.0,824499003,1.0,577759003,0.91
824499001,824490003,0.74,741862002,0.81,898713001,1.0,787880003,0.92,898701003,0.91
824499001,783244001,0.74,791512001,0.8,896064002,1.0,787880005,0.92,824490003,0.91
824499001,841428001,0.74,854004001,0.8,675281002,1.0,787880001,0.92,781613010,0.82
824499001,783245001,0.73,748657001,0.78,757333002,1.0,831918001,0.92,898713001,0.82
824499001,787880001,0.72,779068004,0.78,523936032,1.0,841428001,0.91,783384001,0.82
723716002,723716002,1.0,723716002,1.0,723716002,1.0,818972001,1.0,661023004,1.0
723716002,724413003,0.88,709271001,0.79,911044001,0.83,683125001,1.0,723716002,1.0
723716002,777709002,0.87,828776001,0.77,739188003,0.81,648908001,1.0,624308002,1.0
723716002,738929002,0.87,799681002,0.74,910314001,0.8,875043001,1.0,918705002,1.0
723716002,766646002,0.87,633152002,0.73,616540002,0.78,818972002,1.0,648908002,1.0
723716002,764676002,0.87,714746002,0.73,822043001,0.73,737893001,1.0,818972002,1.0
723716002,731086002,0.86,724413003,0.72,465816001,0.72,723716002,1.0,833459002,1.0
723716002,766750002,0.86,766750002,0.71,738929001,0.7,775115001,1.0,575004002,1.0
775140001,775140001,1.0,775140001,1.0,775140001,1.0,775140001,1.0,919103001,1.0
775140001,778177001,0.9,674103002,0.85,892653001,0.99,775088001,0.83,757225001,1.0
775140001,798329001,0.9,807795001,0.81,837165001,0.99,857312001,0.81,890183001,1.0
775140001,757225001,0.9,773112001,0.81,810890001,0.99,804033001,0.81,872114001,1.0
775140001,776037001,0.9,522347003,0.8,553970001,0.99,776382001,0.81,919106001,1.0
775140001,771742001,0.89,598172002,0.8,776382001,0.99,795833001,0.81,919160001,1.0
775140001,776047001,0.89,559677002,0.8,651946001,0.98,764681001,0.8,919019001,1.0
775140001,845795001,0.88,684062002,0.8,652763001,0.98,768399001,0.8,910255001,1.0
867729003,867729003,1.0,867729003,1.0,867729003,1.0,293433046,1.0,545090002,1.0
867729003,545090002,0.94,863849006,0.45,301687009,0.93,293433048,1.0,765775002,1.0
867729003,858517004,0.88,868405002,0.44,877566001,0.93,867729006,1.0,867729003,1.0
867729003,811960004,0.86,858400002,0.43,475179002,0.92,867729007,1.0,333323030,0.91
867729003,765775002,0.85,802459005,0.42,784537002,0.91,867729009,1.0,745293001,0.91
867729003,745293001,0.85,758650002,0.42,796600005,0.89,293433045,1.0,858517004,0.91
867729003,867729002,0.82,717154002,0.42,839573001,0.89,867729004,1.0,811960004,0.91
867729003,868578001,0.8,890534002,0.41,633755001,0.89,293433047,1.0,644706002,0.91
757552004,757552004,1.0,757552004,1.0,757552004,1.0,757552008,1.0,657643003,1.0
757552004,797892001,0.94,797892001,0.92,798952001,0.99,757552011,1.0,841170001,1.0
757552004,754631001,0.91,757552012,0.88,156610001,0.99,757552007,1.0,573937001,1.0
757552004,549263006,0.9,754631001,0.87,832993001,0.98,757552009,1.0,713153001,1.0
757552004,822237001,0.9,757552013,0.86,509415001,0.98,757552010,1.0,856699001,1.0
757552004,797892003,0.88,757552009,0.86,561083005,0.98,757552004,1.0,775856001,1.0
757552004,713153001,0.88,549263006,0.85,904973001,0.97,757552006,1.0,903389001,1.0
757552004,831412003,0.88,822237001,0.85,754631001,0.97,757552012,1.0,657644001,1.0
646490003,646490003,1.0,646490003,1.0,646490003,1.0,646490016,1.0,738675001,1.0
646490003,778534001,0.83,646490010,0.8,547335004,0.95,646490011,1.0,859136002,1.0
646490003,665481011,0.83,665481011,0.77,747634002,0.93,646490020,1.0,882760001,1.0
646490003,691799002,0.8,708993002,0.76,691595001,0.92,646490013,1.0,655039001,1.0
646490003,800804002,0.8,683968002,0.76,646490011,0.92,646490008,1.0,778534001,1.0
646490003,882760001,0.79,709987001,0.76,741342005,0.88,646490010,1.0,794998001,1.0
646490003,666354001,0.79,710108003,0.75,772727001,0.88,646490017,1.0,721589001,1.0
646490003,687539002,0.79,763842005,0.75,663281003,0.87,646490003,1.0,828268004,1.0
653716007,653716007,1.0,653716007,1.0,653716007,1.0,653716017,1.0,865477001,1.0
653716007,523404032,0.9,653706022,0.87,863622001,1.0,653716007,1.0,552538002,1.0
653716007,669993008,0.89,442345027,0.84,655710007,1.0,653716020,1.0,570759001,1.0
653716007,442345027,0.87,523404032,0.83,872692004,1.0,653716003,1.0,669993001,1.0
653716007,669993012,0.84,783335017,0.82,648980001,1.0,653716005,1.0,653716007,1.0
653716007,719941001,0.84,653716011,0.81,634031001,1.0,653716009,1.0,449099024,1.0
653716007,561083001,0.83,669993008,0.81,651200001,1.0,653716011,1.0,523404016,1.0
653716007,663581005,0.83,783335003,0.8,571188002,1.0,653716022,1.0,669993012,1.0
632982014,632982014,1.0,632982014,1.0,632982014,1.0,632982015,1.0,632982014,1.0
632982014,632982013,0.84,490793033,0.85,703497003,1.0,632982001,1.0,615018001,0.91
632982014,547264006,0.78,572402003,0.85,626590002,1.0,632982020,1.0,547264006,0.91
632982014,632982001,0.74,508691004,0.84,671858001,1.0,632982025,1.0,613465002,0.91
632982014,613465002,0.74,626000002,0.84,791492018,1.0,632982014,1.0,648994002,0.91
632982014,613465001,0.74,579841005,0.83,872971011,1.0,632982002,1.0,554784001,0.91
632982014,613456003,0.73,476583019,0.83,705561002,1.0,632982016,1.0,573400001,0.91
632982014,589844001,0.72,570474016,0.83,649440002,1.0,632982021,1.0,615047007,0.91
563609004,563609004,1.0,563609004,1.0,563609004,1.0,563609006,1.0,563609004,1.0
563609004,636172001,0.85,558407005,0.89,627113001,1.0,563609004,1.0,500771011,0.91
563609004,622743003,0.84,646243001,0.88,793852001,1.0,563609002,1.0,730683039,0.91
563609004,630141006,0.84,667146002,0.88,831254001,1.0,715606005,1.0,500771012,0.91
563609004,563609006,0.84,573650001,0.88,790564004,1.0,580840001,1.0,801512001,0.91
563609004,558246002,0.83,522508001,0.88,625760001,1.0,683848001,1.0,914453002,0.91
563609004,563609005,0.83,564786018,0.88,744306001,1.0,715606003,1.0,730683054,0.91
563609004,484398054,0.83,622743003,0.88,716654004,1.0,667146002,1.0,730683040,0.91
739224001,739224001,1.0,739224001,1.0,739224001,1.0,739224001,1.0,677917002,1.0
739224001,736040001,0.92,721632001,0.74,338016009,1.0,732712003,1.0,388916006,1.0
739224001,829924001,0.91,662932002,0.72,620179001,0.99,732712002,1.0,467738002,1.0
739224001,388916006,0.9,763084001,0.72,645749005,0.99,731851002,0.96,739224001,1.0
739224001,645749006,0.9,680192004,0.72,935003001,0.99,838184002,0.96,481696002,1.0
739224001,705896001,0.89,811166003,0.72,935730001,0.99,838184006,0.96,683174001,1.0
739224001,417855001,0.88,701187002,0.71,337991007,0.99,838184001,0.96,677915002,1.0
739224001,835739001,0.88,551080032,0.71,788125002,0.99,731851001,0.96,337991001,1.0
799383002,799383002,1.0,799383002,1.0,799383002,1.0,692844012,1.0,740415003,1.0
799383002,742522006,0.96,782760014,0.71,875084006,1.0,626704006,1.0,578589001,1.0
799383002,501121002,0.96,811145002,0.68,670123002,1.0,692844010,1.0,740415004,1.0
799383002,667016001,0.96,694676003,0.67,875084005,1.0,692844009,1.0,877931001,1.0
799383002,875084006,0.96,686137013,0.66,411758003,1.0,626704005,1.0,871669001,1.0
799383002,755581009,0.95,791490006,0.65,620951001,1.0,626704007,1.0,692839001,1.0
799383002,875084001,0.95,848989001,0.64,395619013,1.0,692844006,1.0,632654001,1.0
799383002,501117001,0.95,748748007,0.64,935659001,1.0,626704003,1.0,877933001,1.0
562677009,562677009,1.0,562677009,1.0,562677009,1.0,562677007,1.0,562677009,1.0
562677009,709466004,0.81,695178004,0.89,802224001,0.93,631639010,1.0,493810010,0.91
562677009,493810024,0.8,692842004,0.89,785948007,0.92,631639007,1.0,493810024,0.91
562677009,493810022,0.78,589520003,0.89,766282001,0.92,631639006,1.0,493810022,0.91
562677009,718076005,0.78,695183005,0.89,843721001,0.91,562677003,1.0,718076009,0.82
562677009,466948014,0.76,703401003,0.89,636547001,0.91,631639001,1.0,664750008,0.82
562677009,718076009,0.76,700181002,0.89,622149009,0.91,562677009,1.0,898775009,0.82
562677009,569406001,0.74,697813010,0.88,826045004,0.91,562677013,1.0,493836006,0.82
744117014,744117014,1.0,744117014,1.0,744117014,1.0,626263021,1.0,805370005,1.0
744117014,679116001,0.97,626610004,0.88,620208062,0.98,626263018,1.0,626443023,1.0
744117014,706734001,0.96,679113006,0.88,730683052,0.98,744117004,1.0,537461003,1.0
744117014,856798002,0.94,693784001,0.88,804759004,0.98,744117003,1.0,805370003,1.0
744117014,744117020,0.93,883202002,0.88,862106003,0.98,744117001,1.0,626263006,1.0
744117014,795820009,0.92,658756002,0.87,754598005,0.98,626263022,1.0,649383001,1.0
744117014,618428003,0.91,649622008,0.87,722068001,0.98,744117008,1.0,856798002,1.0
744117014,744117010,0.9,651809004,0.87,730683036,0.98,626263019,1.0,737081001,1.0
734072001,734072001,1.0,734072001,1.0,734072001,1.0,734072002,1.0,734072001,1.0
734072001,692488001,0.89,646023001,0.87,612077003,1.0,734072001,1.0,701360001,0.91
734072001,701360001,0.87,550471010,0.87,608945027,1.0,780957001,0.94,649602001,0.91
734072001,654062002,0.86,605081001,0.86,554552003,1.0,867186001,0.87,692488001,0.91
734072001,785885001,0.85,600231003,0.86,769635002,1.0,867186002,0.87,744802002,0.91
734072001,781897001,0.85,644499001,0.86,611503021,1.0,834940001,0.86,785885001,0.91
734072001,701341001,0.85,487275017,0.85,630323004,1.0,715959001,0.86,778912001,0.91
734072001,826625001,0.83,530476001,0.85,632391003,1.0,709857001,0.86,826625001,0.91
820462001,820462001,1.0,820462001,1.0,820462001,1.0,820462001,1.0,769102033,1.0
820462001,638162003,0.88,762061005,0.9,672054002,1.0,820462012,1.0,769102015,1.0
820462001,711235001,0.86,825791002,0.86,187949025,1.0,820462010,1.0,820462001,1.0
820462001,694046004,0.85,801634002,0.85,711178003,1.0,820462009,1.0,657434001,1.0
820462001,769102015,0.85,750477004,0.85,550471010,1.0,820462008,1.0,694046020,1.0
820462001,550471012,0.82,784038003,0.84,820462013,1.0,820462002,1.0,694046004,1.0
820462001,523625014,0.82,525581016,0.84,753836002,1.0,820462013,1.0,711235001,1.0
820462001,638162001,0.81,606107008,0.83,433275022,1.0,820462007,1.0,638162001,1.0
870289003,870289003,1.0,870289003,1.0,870289003,1.0,870289001,1.0,522018001,1.0
870289003,889652001,0.88,609787009,0.51,691461002,1.0,870289003,1.0,549253003,1.0
870289003,836540005,0.88,747148007,0.46,643460001,1.0,826835001,1.0,549253001,1.0
870289003,915366001,0.88,594834007,0.46,652617001,1.0,513739001,0.92,870289003,1.0
870289003,895423001,0.88,696500001,0.46,689563001,1.0,877931001,0.91,430694015,1.0
870289003,910922001,0.88,916295002,0.45,689563003,1.0,586530001,0.91,910922001,0.91
870289003,469562050,0.88,682305001,0.45,568962001,1.0,759901001,0.91,767543001,0.91
870289003,931769001,0.88,759391005,0.45,724822003,1.0,759901002,0.91,588368001,0.91
636437001,636437001,1.0,636437001,1.0,636437001,1.0,636437002,1.0,560558001,1.0
636437001,504113004,0.89,628921010,0.77,686127005,0.96,636437001,1.0,662728004,1.0
636437001,316553025,0.88,615047007,0.76,766495007,0.96,825139002,0.89,551462005,1.0
636437001,866943003,0.87,648173001,0.76,708129001,0.96,825139004,0.89,717727001,1.0
636437001,642222001,0.86,526708017,0.76,718417001,0.96,825139001,0.89,845610006,1.0
636437001,518585001,0.86,680187002,0.75,621683001,0.96,505704004,0.88,673940004,1.0
636437001,583963002,0.85,598795016,0.75,622240004,0.95,505704003,0.88,859081001,1.0
636437001,868955001,0.85,642971001,0.75,534044009,0.95,212629036,0.88,583963002,1.0
618386002,618386002,1.0,618386002,1.0,618386002,1.0,618386006,1.0,683108001,1.0
618386002,683108001,0.89,660320003,0.94,805455008,1.0,618386002,1.0,618386002,1.0
618386002,611144007,0.88,395730036,0.94,668598006,1.0,618386010,1.0,541631001,0.91
618386002,618386010,0.87,623283002,0.94,858834003,1.0,618386001,1.0,681097008,0.91
618386002,618386001,0.86,607347006,0.94,902518001,1.0,618386008,1.0,557607008,0.91
618386002,549390001,0.84,618386010,0.93,511222001,1.0,637612002,0.96,681100001,0.91
618386002,637609001,0.84,690957006,0.93,877222001,1.0,883526001,0.95,611144007,0.91
618386002,611144021,0.83,327144033,0.93,574069001,1.0,742261002,0.95,683108004,0.91
824016003,824016003,1.0,824016003,1.0,824016003,1.0,533358001,1.0,824016003,1.0
824016003,622231012,0.9,814118005,0.79,742457002,1.0,824016004,1.0,622231012,1.0
824016003,824537001,0.88,688665001,0.72,508542004,1.0,741541005,1.0,824537001,0.91
824016003,829962005,0.87,692852002,0.71,796535023,1.0,741541003,1.0,829962005,0.91
824016003,826148005,0.85,758288002,0.71,659132009,1.0,824016006,1.0,826148005,0.91
824016003,824016004,0.8,573605017,0.71,793104004,1.0,824016003,1.0,831236002,0.82
824016003,814635003,0.79,735407001,0.71,603774002,1.0,741541002,1.0,741543002,0.82
824016003,831236002,0.78,823234001,0.7,781451001,1.0,741541004,1.0,824016004,0.82
631752006,631752006,1.0,631752006,1.0,631752006,1.0,631752006,1.0,617805001,1.0
631752006,631752004,0.86,607347017,0.94,781135008,0.91,685232003,1.0,710601004,1.0
631752006,719994001,0.85,652050003,0.94,850606001,0.88,685232001,1.0,719994001,1.0
631752006,710520001,0.85,636178002,0.93,811350001,0.88,631752001,1.0,663485001,1.0
631752006,665969001,0.84,676763002,0.93,831302005,0.87,631752003,1.0,631752006,1.0
631752006,685185002,0.83,327144033,0.93,642224004,0.87,631752004,1.0,747410001,1.0
631752006,710601004,0.81,716211002,0.92,749878003,0.87,631752005,1.0,585255001,1.0
631752006,685232003,0.81,555292001,0.92,859626008,0.86,685232004,1.0,708316003,0.91
603577001,603577001,1.0,603577001,1.0,603577001,1.0,603577002,1.0,603577001,1.0
603577001,573424001,0.94,382127039,0.81,443696014,1.0,603577001,1.0,885547001,1.0
603577001,876043001,0.93,609475009,0.8,456163051,1.0,595078001,0.86,862453001,1.0
603577001,885547001,0.93,466852005,0.8,782727001,1.0,647751001,0.82,851374001,1.0
603577001,851370002,0.92,449570032,0.79,811378003,1.0,647751002,0.82,700367004,1.0
603577001,886737001,0.92,647770002,0.79,584566003,1.0,683852001,0.82,921646001,1.0
603577001,915292001,0.91,661712001,0.79,669522004,1.0,615248001,0.81,868283001,1.0
603577001,862453001,0.91,622619002,0.79,667769003,1.0,615248002,0.81,894680001,1.0
734968004,734968004,1.0,734968004,1.0,734968004,1.0,734968001,1.0,734968004,1.0
734968004,734968001,0.96,734968003,0.95,640527001,0.9,734968003,1.0,734968001,1.0
734968004,815308003,0.94,810407001,0.94,677270001,0.84,734968002,1.0,815308003,1.0
734968004,810407001,0.92,734968001,0.94,584157003,0.84,734968004,1.0,810407001,0.91
734968004,768284002,0.89,765433005,0.93,672054004,0.83,678707001,0.95,573152023,0.91
734968004,734968003,0.89,809947001,0.92,576958001,0.83,678707002,0.95,707149004,0.91
734968004,825210001,0.88,815308004,0.92,378447003,0.83,678707009,0.95,601876004,0.91
734968004,573152025,0.88,765175001,0.92,518648001,0.83,678707006,0.95,768284002,0.91
605365001,605365001,1.0,605365001,1.0,605365001,1.0,605365001,1.0,910444001,1.0
605365001,606022001,0.78,684968001,0.7,562252001,1.0,562252010,0.99,605365001,1.0
605365001,562251001,0.77,580379001,0.69,761595001,1.0,562252024,0.99,910445001,1.0
605365001,679502001,0.76,351332007,0.69,553488003,1.0,562252001,0.99,606022001,1.0
605365001,570885001,0.75,531305001,0.68,561948003,1.0,562252004,0.99,596472001,1.0
605365001,910444001,0.74,494691007,0.68,712950005,1.0,562252005,0.99,671776001,0.91
605365001,356174004,0.73,440811006,0.67,520509007,1.0,562252036,0.99,790368006,0.91
605365001,541810002,0.73,592241005,0.66,653998002,1.0,562252014,0.99,816563001,0.91
767577027,767577027,1.0,767577027,1.0,767577027,1.0,583425001,1.0,508993006,1.0
767577027,564312018,0.9,638897001,0.84,719579031,0.86,834624001,1.0,564314039,1.0
767577027,564310015,0.88,767577034,0.83,622149011,0.85,721003001,1.0,564310019,1.0
767577027,564310019,0.87,662369002,0.83,584631020,0.84,767577065,1.0,767577027,1.0
767577027,675662026,0.87,828353004,0.82,702098003,0.83,583426001,1.0,564314013,1.0
767577027,564314031,0.86,673281006,0.82,564314018,0.83,609256001,1.0,675662031,1.0
767577027,564314039,0.84,764609001,0.82,922071002,0.83,736385001,1.0,564310015,1.0
767577027,703347001,0.83,564312013,0.82,714083008,0.82,721003002,1.0,564312018,1.0
554546038,554546038,1.0,554546038,1.0,554546038,1.0,554546016,1.0,688659001,1.0
554546038,852739006,0.96,692840017,0.71,546565011,1.0,554546001,1.0,558514012,1.0
554546038,567818001,0.96,805367001,0.67,698385002,1.0,554546027,1.0,688665001,1.0
554546038,749005002,0.95,754216002,0.67,882900019,1.0,554546023,1.0,688663001,1.0
554546038,688665001,0.95,782592006,0.67,581777002,1.0,554546021,1.0,688662001,1.0
554546038,554546003,0.94,810547001,0.66,554126003,1.0,554546019,1.0,558514026,1.0
554546038,691440008,0.94,692833001,0.66,795820008,1.0,554546017,1.0,688676002,1.0
554546038,884976001,0.94,692834015,0.66,820827002,1.0,554546030,1.0,749032002,1.0
901818003,901818003,1.0,901818003,1.0,901818003,1.0,901818003,1.0,901818003,1.0
901818003,887374001,0.8,916699001,0.56,627300001,0.97,901818001,1.0,577249003,0.91
901818003,622798001,0.79,712660006,0.53,821756001,0.97,901818004,1.0,620349001,0.91
901818003,562475001,0.79,400285006,0.51,570365001,0.97,904424002,0.95,802548002,0.82
901818003,592991003,0.79,673901001,0.5,568047002,0.97,904424001,0.95,751660001,0.82
901818003,537098001,0.79,679509001,0.49,555211001,0.96,919786002,0.93,751799001,0.82
901818003,892562001,0.79,673900001,0.47,516802005,0.96,919786001,0.93,707772004,0.82
901818003,887181001,0.79,865624003,0.45,502522008,0.96,907692001,0.91,433444019,0.82
918517001,918517001,1.0,918517001,1.0,918517001,1.0,918517001,1.0,834442001,1.0
918517001,519712001,0.98,927491002,0.51,874114002,1.0,841367001,0.89,666585001,1.0
918517001,902419001,0.98,850923001,0.5,841367001,1.0,673503004,0.89,244267004,1.0
918517001,863646005,0.97,911111004,0.47,693772001,1.0,673503002,0.89,507533002,1.0
918517001,920283001,0.97,868597008,0.46,472064012,1.0,698098001,0.89,693772001,1.0
918517001,906226002,0.96,918503002,0.45,805003001,1.0,766181001,0.89,693759001,1.0
918517001,479604003,0.95,934054002,0.42,701725001,1.0,770703004,0.88,794538001,1.0
918517001,596849001,0.91,853284001,0.41,779349001,1.0,770703003,0.88,801336001,1.0
633218001,633218001,1.0,633218001,1.0,633218001,1.0,738628004,1.0,694736001,1.0
633218001,694726001,0.9,633346002,0.87,869399001,0.94,633218001,1.0,753572001,1.0
633218001,694736001,0.89,495347002,0.87,880029002,0.94,738628003,1.0,694736010,1.0
633218001,694726002,0.87,566556005,0.86,694736010,0.94,738628002,1.0,515346001,1.0
633218001,633214001,0.87,622879008,0.86,889375002,0.94,738672001,1.0,633218001,1.0
633218001,753572001,0.85,513963004,0.86,785787004,0.94,630902001,0.89,753572002,1.0
633218001,632682001,0.85,670233007,0.86,626385001,0.94,630902002,0.89,694726001,1.0
633218001,629669001,0.84,488018002,0.86,564340002,0.94,738627007,0.87,738672001,1.0
